27/07/2025;0000006437;11.00;2,75
06/07/2025;0000008881;1.00;2,40
05/06/2025;0000015283;2.00;3,00
07/08/2025;0000005077;3.13;1,47
24/03/2025;0000013528;2.00;0,90
21/05/2025;0000005289;1.00;1,45
16/01/2025;0000004746;2.00;30,00
21/05/2025;0000015324;2.00;4,00
16/05/2025;0000014825;4.00;3,06
10/01/2025;0000012878;2.00;1,70
27/04/2025;0000008555;1.00;0,65
19/01/2025;0000004615;1.00;1,05
19/02/2025;0000004695;7.00;10,50
18/02/2025;0000009547;69.00;110,40
07/03/2025;0000012354;1.00;1,20
26/03/2025;0000004976;30.00;6,40
04/04/2025;0000009904;4.00;4,60
01/09/2025;0000012910;2.00;2,30
04/08/2025;0000004913;14.00;27,86
19/01/2025;0000005532;23.00;10,65
01/05/2025;0000005945;9.00;7,20
29/03/2025;0000004860;2.00;2,30
14/01/2025;0000004964;1.00;1,71
20/04/2025;0000012401;3.00;4,56
22/02/2025;0000004912;7.00;3,85
05/01/2025;0000015432;1.00;1,00
21/02/2025;0000015221;2.00;0,50
19/05/2025;0000004718;6.00;2,40
03/09/2025;0000014353;1.00;0,50
26/05/2025;0000015624;1.00;0,59
15/02/2025;0000005611;50.00;46,28
04/04/2025;0000004995;7.00;14,35
15/03/2025;0000010175;7.00;2,10
29/07/2025;0000004932;2.00;4,84
04/03/2025;0000004915;8.00;4,28
30/05/2025;0000007908;6.00;7,98
28/06/2025;0000015419;3.00;3,45
26/01/2025;0000004782;2.00;1,66
20/04/2025;0000007818;4.00;3,96
02/02/2025;0000007092;20.00;32,00
15/03/2025;0000005313;1.00;0,80
15/05/2025;0000004616;2.00;2,10
10/04/2025;0000015636;6.25;5,00
15/04/2025;0000013922;12.00;3,60
08/09/2025;0000011215;1.00;0,99
15/03/2025;0000008321;9.00;6,86
27/01/2025;0000013568;1.00;1,25
31/08/2025;0000009128;1.00;2,25
18/08/2025;0000009921;1.00;3,69
19/08/2025;0000014182;5.00;4,95
04/01/2025;0000012054;2.00;2,16
29/05/2025;0000015573;4.00;3,08
23/03/2025;0000006826;1.00;4,20
28/03/2025;0000005191;1.00;1,88
20/01/2025;0000007582;2.00;1,60
08/02/2025;0000004607;6.00;4,50
18/01/2025;0000014369;1.00;0,55
10/01/2025;0000014283;3.00;4,59
30/01/2025;0000004618;3.00;3,15
27/04/2025;0000009928;1.00;2,59
26/08/2025;0000004921;5.00;7,75
19/05/2025;0000009132;2.00;3,06
23/06/2025;0000004764;1.00;0,90
03/02/2025;0000005713;2.00;1,90
27/01/2025;0000013633;1.00;1,26
31/08/2025;0000013758;4.00;7,72
21/04/2025;0000006737;11.00;10,03
20/08/2025;0000005397;1.00;1,52
18/04/2025;0000015477;3.00;2,55
24/05/2025;0000012360;15.00;3,55
14/03/2025;0000004672;1.00;1,64
13/08/2025;0000006480;1.00;1,00
27/02/2025;0000009128;1.00;2,17
02/02/2025;0000011814;21.00;17,85
05/01/2025;0000014367;1.00;2,10
30/01/2025;0000014955;2.00;0,80
16/03/2025;0000007361;1.00;0,78
28/04/2025;0000014450;12.00;1,56
14/05/2025;0000006239;1.00;1,15
29/01/2025;0000006281;5.00;3,65
19/04/2025;0000005020;3.00;4,05
12/01/2025;0000005848;2.00;0,92
28/05/2025;0000015319;1.00;2,07
31/03/2025;0000006718;6.00;5,62
27/03/2025;0000005763;5.00;5,25
29/01/2025;0000011313;1.00;0,25
04/06/2025;0000004912;16.00;8,77
19/01/2025;0000005945;24.00;17,94
20/01/2025;0000004607;2.00;1,50
28/05/2025;0000006849;10.10;19,60
07/09/2025;0000004947;6.00;5,40
06/05/2025;0000006799;7.00;6,65
05/01/2025;0000005837;2.00;4,08
24/01/2025;0000006176;1.00;3,39
19/04/2025;0000005043;31.00;30,69
15/07/2025;0000013057;1.00;0,92
